188_A		1124.250454		50.421751		3.960352		3.858838
188_B		1126.752517		50.745028		4.105371		3.927393
188_C		1130.267792		50.719410		4.052637		3.791602
188_D		1120.720314		53.191405		3.898389		3.902344
188_E		1125.989443		53.127059		3.991992		3.820605
188_F		1119.423555		54.273454		3.804785		3.836426
188_G		1111.147500		56.850162		3.808740		3.736230
188_H		1126.770995		50.312545		3.982764		3.856201
188_I		1122.766770		50.958205		3.910254		3.922119
188_J		1119.156703		52.713083		3.736230		3.937939
188_K		1121.773458		51.172302		3.955078		3.991992
189_A		975.208962		52.840991		2.995312		3.162744
189_B		944.542895		58.904067		2.845020		2.891162
189_C		916.347573		69.841252		2.986084		2.871387
189_D		982.589540		52.320718		3.024316		2.986084
189_E		991.504081		53.036388		2.939941		3.095508
189_F		969.943862		56.817925		2.996631		3.095508
189_G		972.598389		53.381553		3.042773		3.150879
189_H		944.147522		59.538836		2.929395		2.959717
189_I		938.078251		63.796931		2.972900		3.086279
189_J		973.978809		53.449657		3.065186		3.106055
189_K		969.173901		53.106026		2.929395		3.257666
189_L		953.246047		58.167659		2.772510		2.864795
190_A		913.871360		88.816345		1.947217		2.067187
190_B		908.880522		89.642715		1.886572		2.125195
190_C		897.452610		91.547791		1.845703		2.025000
190_D		909.664959		89.331578		1.965674		2.184521
190_E		899.502073		92.586366		3.508154		1.969629
190_F		941.555986		88.331628		2.104102		2.173975
190_G		907.861611		89.573843		1.779785		1.992041
190_H		904.062331		89.595235		1.811426		2.255713
191_A		787.543314		48.282033		2.739551		2.809424
191_B		786.879697		48.763675		2.686816		2.866113
191_C		795.050001		48.946641		2.764600		2.917529
191_D		791.451348		50.090999		2.576074		2.685498
191_E		787.225169		50.267171		2.653857		2.804150
191_F		766.927923		52.213853		2.619580		2.721094
191_G		748.500720		54.944359		2.427100		2.598486
191_H		794.569614		47.904397		2.668359		2.843701
191_I		738.955814		56.086212		2.462695		2.566846
191_J		786.208213		49.300895		2.792285		2.790967
191_K		780.227546		50.191296		2.711865		2.880615
191_L		793.370195		48.905910		2.866113		2.819971
192_A		842.702791		43.959379		2.955762		2.879297
192_B		844.938691		44.429859		3.088916		3.020361
192_C		843.382626		43.771782		3.055957		3.001904
192_D		830.596558		47.230634		3.036182		2.914893
192_E		837.055208		45.164667		2.892480		2.578711
192_F		826.678717		47.169187		1.538525		1.757373
192_G		805.844657		50.307015		3.015088		2.843701
192_H		846.771144		43.690117		1.839111		2.305811
192_I		811.015684		48.966154		3.078369		2.904346
192_J		830.591231		46.337721		2.863477		2.750098
192_K		840.047954		44.872960		2.968945		2.899072
193_A		1119.965359		59.936997		2.648584		2.566846
193_B		1120.466494		61.279425		2.580029		2.489062
193_C		1093.731470		65.743886		2.864795		2.039502
193_D		1062.991107		71.301018		2.612988		2.126514
193_E		1120.821714		60.391825		2.760645		2.508838
193_F		1089.009971		65.803306		2.867432		2.221436
193_G		1114.659385		60.045358		2.814697		2.101465
193_H		1135.690410		59.615996		2.685498		2.395459
193_I		1082.493823		67.025778		2.771191		2.060596
193_J		1136.202528		59.226266		2.672314		2.317676
193_K		1098.224576		63.888636		2.709229		2.039502
194_A		827.306980		59.427626		2.659131		2.461377
194_B		829.135625		60.494926		2.677588		2.423145
194_C		831.549432		59.147843		2.693408		2.452148
194_D		806.987048		63.891705		2.549707		2.378320
194_E		831.997595		59.212575		2.652539		2.499609
194_F		833.227642		58.325416		2.587939		2.461377
194_G		815.164247		61.157895		2.710547		2.428418
194_H		820.519698		61.155305		2.490381		2.428418
194_I		829.725329		59.428976		2.673633		2.457422
194_J		829.782961		59.381832		2.614307		2.474561
195_A		1062.689783		92.152336		3.385547		3.889160
195_B		1012.852888		91.295057		3.079687		2.961035
195_C		982.565493		98.870238		2.914893		3.065186
195_D		1017.570490		90.413358		3.030908		3.782373
195_E		1009.619410		92.545691		2.996631		2.624854
195_F		982.128115		99.345543		2.987402		3.154834
195_G		992.645826		96.564341		2.800195		2.354590
195_H		1062.138845		91.975029		3.307764		3.549023
195_I		1017.041464		91.886061		2.914893		3.262939
195_J		1010.755708		92.674784		3.091553		3.291943
195_K		1004.468550		96.062973		2.742187		2.951807
195_L		992.330837		97.479523		2.677588		2.362500
196_A		890.252336		67.243377		1.754736		1.906348
196_B		879.712063		67.025036		1.604443		1.964355
196_C		871.347833		68.813922		1.630811		1.937988
196_D		876.791784		69.058605		1.649268		1.816699
196_E		892.038834		66.316037		1.670361		2.002588
196_F		885.661899		66.735076		1.703320		1.965674
196_G		869.400831		70.659488		1.597852		1.821973
196_H		889.638729		67.151260		1.709912		1.934033
196_I		893.627131		67.097373		1.683545		1.966992
197_A		1102.128828		21.306178		4.139648		4.701270
197_B		1077.936046		22.214160		4.185791		4.601074
197_C		1077.510966		22.122888		4.118555		4.689404
197_D		1083.638522		21.996416		4.106689		4.552295
197_E		1080.918711		22.023050		4.105371		4.452100
197_F		1089.917958		21.540553		4.051318		4.570752
197_G		1081.670571		21.659129		4.164697		4.585254
197_H		1078.767451		21.792568		4.250391		4.747412
197_I		1084.693702		22.513884		4.247754		4.607666
197_J		1073.154831		22.158925		4.032861		4.674902
198_A		826.551402		42.669153		2.560254		1.943262
198_B		814.411405		42.607690		2.660449		2.238574
198_C		818.208783		42.513597		2.689453		2.092236
198_D		798.954690		47.249307		2.750098		1.960400
198_E		817.418810		42.874940		2.688135		2.239893
198_F		805.955104		45.494785		2.723730		2.292627
198_G		783.043428		49.848570		2.470605		2.052686
198_H		816.017694		42.679530		2.801514		2.202979
198_I		772.052527		53.305027		2.636719		1.945898
198_J		798.819696		47.222707		2.665723		2.102783
198_K		816.576867		43.739544		2.597168		2.258350
199_A		1019.289347		31.899013		3.021680		4.015723
199_B		1029.777158		32.334575		2.941260		3.999902
199_C		1023.490110		32.879302		2.908301		4.018359
199_D		1021.732270		32.412760		2.980811		4.143604
199_E		1025.176698		32.790850		2.996631		4.006494
199_F		1029.311467		31.680400		2.964990		4.158105
199_G		1034.271876		31.864917		3.026953		4.047363
199_H		1033.994973		32.075943		2.925439		4.081641
199_I		1039.466181		32.302643		2.964990		4.027588
199_J		1041.772807		32.074088		2.635400		3.998584
200_A		1069.897444		28.801357		3.956396		4.011768
200_B		1072.631631		27.652452		4.027588		4.019678
200_C		1072.428876		28.716210		4.065820		4.098779
200_D		1076.499867		28.466530		4.117236		4.014404
200_E		1046.865633		28.341890		3.857520		4.098779
200_F		1077.849634		27.669001		4.089551		3.841699
200_G		1073.512587		28.472740		4.101416		4.052637
200_H		1054.008908		28.322747		3.960352		3.990674
200_I		1079.547867		28.449223		4.018359		4.018359
200_J		1066.068572		27.842576		4.134375		4.181836
201_A		894.363984		27.666095		3.943213		3.415869
201_B		910.899341		27.296882		3.903662		3.494971
201_C		909.281816		27.294863		3.881250		3.444873
201_D		859.254787		33.387498		3.504199		3.233936
201_E		893.296961		28.489656		3.891797		3.326221
201_F		892.200224		27.911952		3.825879		3.442236
201_G		898.859559		27.853756		3.875977		3.491016
201_H		881.429139		29.970805		3.790283		3.504199
202_A		1097.759034		22.740388		3.978809		4.838379
202_B		1081.311992		23.603015		3.995947		4.783008
202_C		1093.596093		22.832220		4.127783		4.809375
202_D		1078.312518		23.770399		3.968262		4.904297
202_E		1088.528212		23.431225		4.006494		4.815967
202_F		1077.076111		23.666037		3.843018		4.643262
202_G		1092.723560		23.584172		3.988037		4.659082
202_H		1075.176864		24.408187		3.935303		4.655127
202_I		1094.260727		23.250688		4.046045		4.797510
202_J		1094.511624		23.197799		4.061865		4.740820
202_K		1089.907029		23.941189		3.817969		4.759277
202_L		1100.930872		22.906935		3.937939		4.788281
203_A		890.466341		74.675499		3.237891		2.759326
203_B		827.532321		89.265125		2.797559		2.067187
203_C		876.722467		79.242398		3.210205		2.696045
203_D		869.129556		78.145368		3.183838		2.787012
203_E		885.795481		74.365173		3.270850		2.701318
203_F		869.551290		78.546209		3.235254		2.519385
203_G		835.027025		91.366517		2.926758		1.649268
203_H		877.965346		75.503731		3.203613		2.673633
203_I		877.512008		75.705539		3.298535		2.775146
203_J		839.848547		82.449821		3.240527		2.711865
203_K		896.127091		78.561561		3.258984		2.796240
203_L		873.579369		78.573007		3.211523		2.674951
204_A		945.245834		78.001810		2.754053		2.860840
204_B		907.555733		77.764974		2.738232		2.577393
204_C		913.249945		76.289681		2.639355		2.587939
204_D		911.827636		79.037200		2.648584		2.605078
204_E		912.331579		76.411096		2.636719		2.792285
204_F		916.471934		76.192915		2.635400		2.801514
204_G		945.215687		78.151948		2.827881		2.816016
204_H		907.997564		79.316592		2.698682		2.726367
204_I		896.735557		85.184650		2.635400		2.674951
204_J		922.057932		74.584067		2.706592		2.747461
204_K		871.291310		90.785349		2.540479		3.104736
204_L		895.080926		81.636688		2.694727		2.742187
205_A		902.253115		69.251912		2.957080		3.516064
205_B		853.264535		81.952851		2.809424		3.364453
205_C		900.973134		70.389013		2.851611		3.397412
205_D		858.954821		77.687245		2.686816		3.406641
205_E		908.093293		68.829750		2.909619		3.388184
205_F		899.908315		69.767158		2.867432		3.513428
205_G		872.852254		75.908590		2.742187		3.430371
205_H		870.798453		76.136341		2.775146		3.339404
205_I		819.680326		89.854114		2.638037		3.257666
205_J		895.237399		69.761362		2.918848		3.435645
205_K		902.151665		68.881525		2.887207		3.397412
205_L		887.664746		71.908318		2.789648		3.427734
206_A		973.202791		63.165174		3.613623		3.810059
206_B		968.402008		64.009456		3.609668		3.873340
206_C		935.482597		62.267479		3.595166		3.750732
206_D		929.738909		64.174287		3.479150		3.680859
206_E		900.802488		71.320800		3.500244		3.523975
206_F		897.756762		72.403386		3.405322		3.667676
206_G		919.170124		67.743480		3.258984		3.550342
206_H		945.569439		61.275873		3.502881		3.788965
206_I		934.380419		63.833497		3.488379		3.716455
206_J		932.385608		63.900854		3.542432		3.703271
206_K		942.503006		61.332491		3.513428		3.684814
206_L		967.176925		63.786855		3.558252		3.911572
207_A		807.305084		46.045347		2.388867		2.606396
207_B		793.601399		54.590947		2.396777		2.478516
207_C		763.539104		60.543509		2.069824		2.337451
207_D		807.629237		48.578561		2.465332		2.412598
207_E		783.963630		57.726314		2.337451		2.402051
207_F		803.743109		46.929280		2.391504		2.489062
207_G		807.619439		46.500074		2.403369		2.524658
207_H		796.849709		53.625627		2.391504		2.489062
207_I		805.140104		46.299111		2.440283		2.551025
207_J		800.513193		52.043235		2.427100		2.454785
207_K		796.139608		47.124577		2.361182		2.531250
208_A		974.253794		38.847764		2.983447		3.073096
208_B		986.131132		38.672241		2.872705		3.019043
208_C		975.734361		42.037617		2.928076		2.953125
208_D		986.482893		38.142073		2.975537		3.112646
208_E		988.312459		38.304431		2.903027		3.019043
208_F		981.509720		40.500739		2.821289		3.148242
