188,A,B,-2.502063,-0.323277,-0.145019,-0.068555
188,A,C,-6.017338,-0.297659,-0.092285,0.067236
188,A,D,3.53014,-2.769654,0.061963,-0.043506
188,A,E,-1.738989,-2.705308,-0.03164,0.038233
188,A,F,4.826899,-3.851703,0.155567,0.022412
188,A,G,13.102954,-6.428411,0.151612,0.122608
188,A,H,-2.520541,0.109206,-0.022412,0.002637
188,A,I,1.483684,-0.536454,0.050098,-0.063281
188,A,J,5.093751,-2.291332,0.224122,-0.079101
188,A,K,2.476996,-0.750551,0.005274,-0.133154
188,B,A,2.502063,0.323277,0.145019,0.068555
188,B,C,-3.515275,0.025618,0.052734,0.135791
188,B,D,6.032203,-2.446377,0.206982,0.025049
188,B,E,0.763074,-2.382031,0.113379,0.106788
188,B,F,7.328962,-3.528426,0.300586,0.090967
188,B,G,15.605017,-6.105134,0.296631,0.191163
188,B,H,-0.0184780000002,0.432483,0.122607,0.071192
188,B,I,3.985747,-0.213177,0.195117,0.005274
188,B,J,7.595814,-1.968055,0.369141,-0.010546
188,B,K,4.979059,-0.427274,0.150293,-0.064599
188,C,A,6.017338,0.297659,0.092285,-0.067236
188,C,B,3.515275,-0.025618,-0.052734,-0.135791
188,C,D,9.547478,-2.471995,0.154248,-0.110742
188,C,E,4.278349,-2.407649,0.060645,-0.029003
188,C,F,10.844237,-3.554044,0.247852,-0.044824
188,C,G,19.120292,-6.130752,0.243897,0.055372
188,C,H,3.496797,0.406865,0.069873,-0.064599
188,C,I,7.501022,-0.238795,0.142383,-0.130517
188,C,J,11.111089,-1.993673,0.316407,-0.146337
188,C,K,8.494334,-0.452892,0.097559,-0.20039
188,D,A,-3.53014,2.769654,-0.061963,0.043506
188,D,B,-6.032203,2.446377,-0.206982,-0.025049
188,D,C,-9.547478,2.471995,-0.154248,0.110742
188,D,E,-5.269129,0.064346,-0.093603,0.081739
188,D,F,1.296759,-1.082049,0.093604,0.065918
188,D,G,9.572814,-3.658757,0.089649,0.166114
188,D,H,-6.050681,2.87886,-0.084375,0.046143
188,D,I,-2.046456,2.2332,-0.011865,-0.019775
188,D,J,1.563611,0.478322,0.162159,-0.035595
188,D,K,-1.053144,2.019103,-0.056689,-0.089648
188,E,A,1.738989,2.705308,0.03164,-0.038233
188,E,B,-0.763074,2.382031,-0.113379,-0.106788
188,E,C,-4.278349,2.407649,-0.060645,0.029003
188,E,D,5.269129,-0.064346,0.093603,-0.081739
188,E,F,6.565888,-1.146395,0.187207,-0.015821
188,E,G,14.841943,-3.723103,0.183252,0.084375
188,E,H,-0.781552,2.814514,0.009228,-0.035596
188,E,I,3.222673,2.168854,0.081738,-0.101514
188,E,J,6.83274,0.413976,0.255762,-0.117334
188,E,K,4.215985,1.954757,0.036914,-0.171387
188,F,A,-4.826899,3.851703,-0.155567,-0.022412
188,F,B,-7.328962,3.528426,-0.300586,-0.090967
188,F,C,-10.844237,3.554044,-0.247852,0.044824
188,F,D,-1.296759,1.082049,-0.093604,-0.065918
188,F,E,-6.565888,1.146395,-0.187207,0.015821
188,F,G,8.276055,-2.576708,-0.003955,0.100196
188,F,H,-7.34744,3.960909,-0.177979,-0.019775
188,F,I,-3.343215,3.315249,-0.105469,-0.085693
188,F,J,0.266852,1.560371,0.068555,-0.101513
188,F,K,-2.349903,3.101152,-0.150293,-0.155566
188,G,A,-13.102954,6.428411,-0.151612,-0.122608
188,G,B,-15.605017,6.105134,-0.296631,-0.191163
188,G,C,-19.120292,6.130752,-0.243897,-0.055372
188,G,D,-9.572814,3.658757,-0.089649,-0.166114
188,G,E,-14.841943,3.723103,-0.183252,-0.084375
188,G,F,-8.276055,2.576708,0.003955,-0.100196
188,G,H,-15.623495,6.537617,-0.174024,-0.119971
188,G,I,-11.61927,5.891957,-0.101514,-0.185889
188,G,J,-8.009203,4.137079,0.07251,-0.201709
188,G,K,-10.625958,5.67786,-0.146338,-0.255762
188,H,A,2.520541,-0.109206,0.022412,-0.002637
188,H,B,0.0184780000002,-0.432483,-0.122607,-0.071192
188,H,C,-3.496797,-0.406865,-0.069873,0.064599
188,H,D,6.050681,-2.87886,0.084375,-0.046143
188,H,E,0.781552,-2.814514,-0.009228,0.035596
188,H,F,7.34744,-3.960909,0.177979,0.019775
188,H,G,15.623495,-6.537617,0.174024,0.119971
188,H,I,4.004225,-0.64566,0.07251,-0.065918
188,H,J,7.614292,-2.400538,0.246534,-0.081738
188,H,K,4.997537,-0.859757,0.027686,-0.135791
