#TEST RESULTS: register/MNI/1mm
#Atrophy type can be 2, 3 and 4.
#2 denotes IHA, 3 denotes HCA, and 4 denotes total atrophy.
#Slice number	AtrophyType	Atrophy Score
#
#SN	AT	AS
#
107	2	NaN	
107	2	NaN	
107	2	NaN	
107	2	NaN	
107	2	NaN	
107	2	NaN	
107	2	NaN	
107	2	NaN	
107	3	0.0169514259	
107	3	0.0377095675	
107	3	0.0215550246	
107	3	0.0163707923	
107	3	0.0209305906	
107	3	0.0466467744	
107	3	0.0320520529	
107	3	0.0215886226	
107	4	NaN	
107	4	NaN	
107	4	NaN	
107	4	NaN	
107	4	NaN	
107	4	NaN	
107	4	NaN	
107	4	NaN	
108	2	NaN	
108	2	NaN	
108	2	NaN	
108	2	NaN	
108	2	NaN	
108	2	NaN	
108	2	NaN	
108	2	NaN	
108	3	0.0169314862	
108	3	0.0380617271	
108	3	0.0216760887	
108	3	0.0166805914	
108	3	0.0218938379	
108	3	0.0477256708	
108	3	0.0306660560	
108	3	0.0211264424	
108	4	NaN	
108	4	NaN	
108	4	NaN	
108	4	NaN	
108	4	NaN	
108	4	NaN	
108	4	NaN	
108	4	NaN	
109	2	NaN	
109	2	NaN	
109	2	NaN	
109	2	NaN	
109	2	NaN	
109	2	0.0384442283	
109	2	NaN	
109	2	0.0221870161	
109	3	0.0169525781	
109	3	0.0308070788	
109	3	0.0221868568	
109	3	0.0168305247	
109	3	0.0218566698	
109	3	0.0471978751	
109	3	0.0317608317	
109	3	0.0208346949	
109	4	NaN	
109	4	NaN	
109	4	NaN	
109	4	NaN	
109	4	NaN	
109	4	0.0856421034	
109	4	NaN	
109	4	0.0430217110	
110	2	NaN	
110	2	NaN	
110	2	NaN	
110	2	NaN	
110	2	NaN	
110	2	0.0383779437	
110	2	NaN	
110	2	NaN	
110	3	0.0168608962	
110	3	0.0288123527	
110	3	0.0237677469	
110	3	0.0173789090	
110	3	0.0237538695	
110	3	0.0478785622	
110	3	0.0313305679	
110	3	0.0208678943	
110	4	NaN	
110	4	NaN	
110	4	NaN	
110	4	NaN	
110	4	NaN	
110	4	0.0862565060	
110	4	NaN	
110	4	NaN	
111	2	NaN	
111	2	NaN	
111	2	NaN	
111	2	NaN	
111	2	NaN	
111	2	0.0371385800	
111	2	NaN	
111	2	NaN	
111	3	0.0172036827	
111	3	0.0249122903	
111	3	0.0250259945	
111	3	0.0174704753	
111	3	0.0253008973	
111	3	0.0471218784	
111	3	0.0329132593	
111	3	0.0216743407	
111	4	NaN	
111	4	NaN	
111	4	NaN	
111	4	NaN	
111	4	NaN	
111	4	0.0842604585	
111	4	NaN	
111	4	NaN	
112	2	NaN	
112	2	NaN	
112	2	NaN	
112	2	NaN	
112	2	0.0247835996	
112	2	0.0343664898	
112	2	NaN	
112	2	NaN	
112	3	0.0175412515	
112	3	0.0234001936	
112	3	0.0266633570	
112	3	0.0184638602	
112	3	0.0246048325	
112	3	0.0478143812	
112	3	0.0316735233	
112	3	0.0208741013	
112	4	NaN	
112	4	NaN	
112	4	NaN	
112	4	NaN	
112	4	0.0493884321	
112	4	0.0821808710	
112	4	NaN	
112	4	NaN	
113	2	NaN	
113	2	NaN	
113	2	NaN	
113	2	NaN	
113	2	0.0247983182	
113	2	0.0322221173	
113	2	NaN	
113	2	NaN	
113	3	0.0176248505	
113	3	0.0250516206	
113	3	0.0267398208	
113	3	0.0188565599	
113	3	0.0243028291	
113	3	0.0485018618	
113	3	0.0306551058	
